关键词,日期,省份,城市,PC+移动端,PC端,移动端
感冒症状,20230101-20231101,河北,廊坊,6360,570,5790
感冒症状,20230101-20231101,河北,张家口,3170,171,2999
感冒症状,20230101-20231101,河北,承德,1030,0,1030
感冒症状,20230101-20231101,河北,沧州,2829,342,2487
感冒症状,20230101-20231101,河北,河北,27077,4325,22752
感冒症状,20230101-20231101,河北,石家庄,18521,2064,16457
感冒症状,20230101-20231101,河北,秦皇岛,2473,285,2188
感冒症状,20230101-20231101,河北,衡水,1256,285,971
感冒症状,20230101-20231101,河北,邢台,2597,228,2369
感冒症状,20230101-20231101,河北,邯郸,5073,342,4731
感冒症状,20230101-20231101,河南,三门峡,857,57,800
感冒症状,20230101-20231101,河南,信阳,4386,458,3928
感冒症状,20230101-20231101,河南,南阳,7021,342,6679
感冒症状,20230101-20231101,河南,周口,4670,285,4385
感冒症状,20230101-20231101,河南,商丘,5376,285,5091
感冒症状,20230101-20231101,河南,安阳,3621,342,3279
感冒症状,20230101-20231101,河南,平顶山,5497,399,5098
感冒症状,20230101-20231101,河南,开封,1831,287,1544
感冒症状,20230101-20231101,河南,新乡,7247,570,6677
感冒症状,20230101-20231101,河南,河南,32596,6647,25949
感冒症状,20230101-20231101,河南,洛阳,9054,806,8248
感冒症状,20230101-20231101,河南,济源,171,0,171
感冒症状,20230101-20231101,河南,漯河,748,57,691
感冒症状,20230101-20231101,河南,濮阳,629,0,629
感冒症状,20230101-20231101,河南,焦作,2178,171,2007
感冒症状,20230101-20231101,河南,许昌,2588,114,2474
感冒症状,20230101-20231101,河南,郑州,22362,3513,18849
感冒症状,20230101-20231101,河南,驻马店,1730,0,1730
感冒症状,20230101-20231101,河南,鹤壁,460,59,401
感冒症状,20230101-20231101,浙江,丽水,857,171,686
感冒症状,20230101-20231101,浙江,台州,4661,973,3688
感冒症状,20230101-20231101,浙江,嘉兴,6423,627,5796
感冒症状,20230101-20231101,浙江,宁波,13776,1720,12056
感冒症状,20230101-20231101,浙江,杭州,24595,5874,18721
感冒症状,20230101-20231101,浙江,浙江,33821,9481,24340
感冒症状,20230101-20231101,浙江,温州,10472,2003,8469
感冒症状,20230101-20231101,浙江,湖州,2116,456,1660
感冒症状,20230101-20231101,浙江,绍兴,4896,513,4383
感冒症状,20230101-20231101,浙江,舟山,399,114,285
感冒症状,20230101-20231101,浙江,衢州,798,57,741
感冒症状,20230101-20231101,浙江,金华,5778,1203,4575
感冒症状,20230101-20231101,海南,万宁,117,57,60
感冒症状,20230101-20231101,海南,三亚,1146,228,918
感冒症状,20230101-20231101,海南,东方,0,0,0
感冒症状,20230101-20231101,海南,临高,57,0,57
感冒症状,20230101-20231101,海南,乐东,171,0,171
感冒症状,20230101-20231101,海南,五指山,0,0,0
感冒症状,20230101-20231101,海南,保亭,0,0,0
感冒症状,20230101-20231101,海南,儋州,114,0,114
感冒症状,20230101-20231101,海南,定安,114,0,114
感冒症状,20230101-20231101,海南,屯昌,0,0,0
感冒症状,20230101-20231101,海南,文昌,57,0,57
感冒症状,20230101-20231101,海南,昌江,58,0,58
感冒症状,20230101-20231101,海南,海南,11235,570,10665
感冒症状,20230101-20231101,海南,海口,7130,228,6902
感冒症状,20230101-20231101,海南,澄迈,114,0,114
感冒症状,20230101-20231101,海南,琼中,0,0,0
感冒症状,20230101-20231101,海南,琼海,343,0,343
感冒症状,20230101-20231101,海南,白沙,57,0,57
感冒症状,20230101-20231101,海南,陵水,57,57,0
感冒症状,20230101-20231101,湖北,仙桃,573,57,516
感冒症状,20230101-20231101,湖北,十堰,1260,344,916
感冒症状,20230101-20231101,湖北,咸宁,741,114,627
感冒症状,20230101-20231101,湖北,天门,229,114,115
感冒症状,20230101-20231101,湖北,孝感,1377,114,1263
感冒症状,20230101-20231101,湖北,宜昌,2702,342,2360
感冒症状,20230101-20231101,湖北,恩施,1666,114,1552
感冒症状,20230101-20231101,湖北,武汉,22464,4334,18130
感冒症状,20230101-20231101,湖北,湖北,28483,6085,22398
感冒症状,20230101-20231101,湖北,潜江,457,114,343
感冒症状,20230101-20231101,湖北,神农架,0,0,0
感冒症状,20230101-20231101,湖北,荆州,1972,342,1630
感冒症状,20230101-20231101,湖北,荆门,5822,171,5651
感冒症状,20230101-20231101,湖北,襄阳,2121,285,1836
感冒症状,20230101-20231101,湖北,鄂州,1429,171,1258
感冒症状,20230101-20231101,湖北,随州,402,0,402
感冒症状,20230101-20231101,湖北,黄冈,3165,171,2994
感冒症状,20230101-20231101,湖北,黄石,2007,171,1836
感冒症状,20230101-20231101,湖南,娄底,2658,228,2430
感冒症状,20230101-20231101,湖南,岳阳,1435,114,1321
感冒症状,20230101-20231101,湖南,常德,1491,114,1377
感冒症状,20230101-20231101,湖南,张家界,286,0,286
感冒症状,20230101-20231101,湖南,怀化,1375,57,1318
感冒症状,20230101-20231101,湖南,株洲,1262,57,1205
感冒症状,20230101-20231101,湖南,永州,1606,57,1549
感冒症状,20230101-20231101,湖南,湖南,25055,3855,21200
感冒症状,20230101-20231101,湖南,湘潭,803,57,746
感冒症状,20230101-20231101,湖南,湘西,915,59,856
感冒症状,20230101-20231101,湖南,益阳,743,0,743
感冒症状,20230101-20231101,湖南,衡阳,2885,57,2828
感冒症状,20230101-20231101,湖南,邵阳,1265,171,1094
感冒症状,20230101-20231101,湖南,郴州,1430,114,1316
感冒症状,20230101-20231101,湖南,长沙,19766,2878,16888
感冒症状,20230101-20231101,澳门,澳门,800,171,629
感冒症状,20230101-20231101,甘肃,临夏,285,0,285
感冒症状,20230101-20231101,甘肃,兰州,6346,287,6059
感冒症状,20230101-20231101,甘肃,嘉峪关,0,0,0
感冒症状,20230101-20231101,甘肃,天水,571,0,571
感冒症状,20230101-20231101,甘肃,定西,114,0,114
感冒症状,20230101-20231101,甘肃,平凉,286,0,286
感冒症状,20230101-20231101,甘肃,庆阳,457,0,457
感冒症状,20230101-20231101,甘肃,张掖,115,0,115
感冒症状,20230101-20231101,甘肃,武威,57,0,57
感冒症状,20230101-20231101,甘肃,甘南,114,0,114
感冒症状,20230101-20231101,甘肃,甘肃,13570,344,13226
感冒症状,20230101-20231101,甘肃,白银,343,57,286
感冒症状,20230101-20231101,甘肃,酒泉,114,0,114
感冒症状,20230101-20231101,甘肃,金昌,229,0,229
感冒症状,20230101-20231101,甘肃,陇南,114,0,114
感冒症状,20230101-20231101,福建,三明,915,57,858
感冒症状,20230101-20231101,福建,南平,799,171,628
感冒症状,20230101-20231101,福建,厦门,9889,1775,8114
感冒症状,20230101-20231101,福建,宁德,1380,228,1152
感冒症状,20230101-20231101,福建,泉州,8354,684,7670
感冒症状,20230101-20231101,福建,漳州,3760,57,3703
感冒症状,20230101-20231101,福建,福州,12508,1258,11250
感冒症状,20230101-20231101,福建,福建,23505,3853,19652
感冒症状,20230101-20231101,福建,莆田,866,57,809
感冒症状,20230101-20231101,福建,龙岩,572,114,458
感冒症状,20230101-20231101,西藏,山南,57,0,57
感冒症状,20230101-20231101,西藏,拉萨,915,57,858
感冒症状,20230101-20231101,西藏,日喀则,517,0,517
感冒症状,20230101-20231101,西藏,昌都,114,0,114
感冒症状,20230101-20231101,西藏,林芝,171,0,171
感冒症状,20230101-20231101,西藏,西藏,3072,57,3015
感冒症状,20230101-20231101,西藏,那曲,114,0,114
感冒症状,20230101-20231101,西藏,阿里,0,0,0
感冒症状,20230101-20231101,贵州,六盘水,57,0,57
感冒症状,20230101-20231101,贵州,安顺,1035,0,1035
感冒症状,20230101-20231101,贵州,毕节,1315,0,1315
感冒症状,20230101-20231101,贵州,贵州,15642,627,15015
感冒症状,20230101-20231101,贵州,贵阳,8332,285,8047
感冒症状,20230101-20231101,贵州,遵义,3104,57,3047
感冒症状,20230101-20231101,贵州,铜仁,457,57,400
感冒症状,20230101-20231101,贵州,黔东南,687,114,573
感冒症状,20230101-20231101,贵州,黔南,1668,114,1554
感冒症状,20230101-20231101,贵州,黔西南,228,0,228
感冒症状,20230101-20231101,辽宁,丹东,857,57,800
感冒症状,20230101-20231101,辽宁,大连,12399,1256,11143
感冒症状,20230101-20231101,辽宁,抚顺,913,114,799
感冒症状,20230101-20231101,辽宁,朝阳,745,57,688
感冒症状,20230101-20231101,辽宁,本溪,800,0,800
感冒症状,20230101-20231101,辽宁,沈阳,15244,1427,13817
感冒症状,20230101-20231101,辽宁,盘锦,971,114,857
感冒症状,20230101-20231101,辽宁,营口,742,57,685
感冒症状,20230101-20231101,辽宁,葫芦岛,1143,57,1086
感冒症状,20230101-20231101,辽宁,辽宁,23901,3206,20695
感冒症状,20230101-20231101,辽宁,辽阳,287,0,287
感冒症状,20230101-20231101,辽宁,铁岭,1258,57,1201
感冒症状,20230101-20231101,辽宁,锦州,1376,171,1205
感冒症状,20230101-20231101,辽宁,阜新,628,57,571
感冒症状,20230101-20231101,辽宁,鞍山,2287,57,2230
感冒症状,20230101-20231101,重庆,重庆,20948,3446,17502
感冒症状,20230101-20231101,陕西,咸阳,5500,285,5215
感冒症状,20230101-20231101,陕西,商洛,343,57,286
感冒症状,20230101-20231101,陕西,安康,627,57,570
感冒症状,20230101-20231101,陕西,宝鸡,1379,114,1265
感冒症状,20230101-20231101,陕西,延安,2697,57,2640
感冒症状,20230101-20231101,陕西,榆林,3050,175,2875
感冒症状,20230101-20231101,陕西,汉中,1200,0,1200
感冒症状,20230101-20231101,陕西,渭南,3172,57,3115
感冒症状,20230101-20231101,陕西,西安,20395,3523,16872
感冒症状,20230101-20231101,陕西,铜川,114,0,114
感冒症状,20230101-20231101,陕西,陕西,25102,4050,21052
感冒症状,20230101-20231101,青海,果洛,57,0,57
感冒症状,20230101-20231101,青海,海东,343,57,286
感冒症状,20230101-20231101,青海,海北,0,0,0
感冒症状,20230101-20231101,青海,海南州,57,0,57
感冒症状,20230101-20231101,青海,海西,57,57,0
感冒症状,20230101-20231101,青海,玉树,0,0,0
感冒症状,20230101-20231101,青海,西宁,2999,114,2885
感冒症状,20230101-20231101,青海,青海,4635,228,4407
感冒症状,20230101-20231101,青海,黄南,0,0,0
感冒症状,20230101-20231101,香港,香港,1711,741,970
感冒症状,20230101-20231101,黑龙江,七台河,228,0,228
感冒症状,20230101-20231101,黑龙江,伊春,343,57,286
感冒症状,20230101-20231101,黑龙江,佳木斯,1487,57,1430
感冒症状,20230101-20231101,黑龙江,双鸭山,400,0,400
感冒症状,20230101-20231101,黑龙江,哈尔滨,14986,1028,13958
感冒症状,20230101-20231101,黑龙江,大兴安岭,114,0,114
感冒症状,20230101-20231101,黑龙江,大庆,1661,57,1604
感冒症状,20230101-20231101,黑龙江,牡丹江,1091,57,1034
感冒症状,20230101-20231101,黑龙江,绥化,857,0,857
感冒症状,20230101-20231101,黑龙江,鸡西,578,0,578
感冒症状,20230101-20231101,黑龙江,鹤岗,114,0,114
感冒症状,20230101-20231101,黑龙江,黑河,114,57,57
感冒症状,20230101-20231101,黑龙江,黑龙江,19720,1541,18179
感冒症状,20230101-20231101,黑龙江,齐齐哈尔,1498,228,1270
头痛,20230101-20231101,上海,上海,49931,17648,32283
头痛,20230101-20231101,云南,临沧,2071,116,1955
头痛,20230101-20231101,云南,丽江,1604,458,1146
头痛,20230101-20231101,云南,云南,33882,7211,26671
头痛,20230101-20231101,云南,保山,1844,114,1730
头痛,20230101-20231101,云南,大理,9522,344,9178
头痛,20230101-20231101,云南,德宏,2690,57,2633
头痛,20230101-20231101,云南,怒江,0,0,0
头痛,20230101-20231101,云南,文山,1655,399,1256
头痛,20230101-20231101,云南,昆明,25074,4032,21042
头痛,20230101-20231101,云南,昭通,5422,513,4909
头痛,20230101-20231101,云南,普洱,3228,401,2827
头痛,20230101-20231101,云南,曲靖,11094,342,10752
头痛,20230101-20231101,云南,楚雄,1775,228,1547
头痛,20230101-20231101,云南,玉溪,7790,287,7503
头痛,20230101-20231101,云南,红河,5319,513,4806
头痛,20230101-20231101,云南,西双版纳,1955,285,1670
头痛,20230101-20231101,云南,迪庆,513,0,513
头痛,20230101-20231101,内蒙古,乌兰察布,1269,116,1153
头痛,20230101-20231101,内蒙古,乌海,627,285,342
头痛,20230101-20231101,内蒙古,兴安盟,1432,57,1375
头痛,20230101-20231101,内蒙古,内蒙古,23897,3473,20424
头痛,20230101-20231101,内蒙古,包头,4323,631,3692
头痛,20230101-20231101,内蒙古,呼伦贝尔,2412,631,1781
头痛,20230101-20231101,内蒙古,呼和浩特,12409,695,11714
头痛,20230101-20231101,内蒙古,巴彦淖尔,1086,57,1029
头痛,20230101-20231101,内蒙古,赤峰,9021,859,8162
头痛,20230101-20231101,内蒙古,通辽,3000,348,2652
头痛,20230101-20231101,内蒙古,鄂尔多斯,2886,228,2658
头痛,20230101-20231101,内蒙古,锡林郭勒盟,799,0,799
头痛,20230101-20231101,内蒙古,阿拉善盟,343,114,229
头痛,20230101-20231101,北京,北京,50235,17798,32437
头痛,20230101-20231101,台湾,台湾,923,694,229
头痛,20230101-20231101,吉林,吉林,26162,4962,21200
头痛,20230101-20231101,吉林,吉林市,5915,857,5058
头痛,20230101-20231101,吉林,四平,2304,344,1960
头痛,20230101-20231101,吉林,延边,3275,629,2646
头痛,20230101-20231101,吉林,松原,2060,114,1946
头痛,20230101-20231101,吉林,白城,1321,114,1207
头痛,20230101-20231101,吉林,白山,457,171,286
头痛,20230101-20231101,吉林,辽源,633,228,405
头痛,20230101-20231101,吉林,通化,1489,285,1204
头痛,20230101-20231101,吉林,长春,21968,2990,18978
头痛,20230101-20231101,四川,乐山,8872,1140,7732
头痛,20230101-20231101,四川,内江,11728,867,10861
头痛,20230101-20231101,四川,凉山,8016,458,7558
头痛,20230101-20231101,四川,南充,13474,1214,12260
头痛,20230101-20231101,四川,四川,65721,15845,49876
头痛,20230101-20231101,四川,宜宾,15437,519,14918
头痛,20230101-20231101,四川,巴中,11463,515,10948
头痛,20230101-20231101,四川,广元,3102,401,2701
头痛,20230101-20231101,四川,广安,7971,522,7449
头痛,20230101-20231101,四川,德阳,12676,1032,11644
头痛,20230101-20231101,四川,成都,48761,13647,35114
头痛,20230101-20231101,四川,攀枝花,2002,228,1774
头痛,20230101-20231101,四川,泸州,13861,800,13061
头痛,20230101-20231101,四川,甘孜,4656,171,4485
头痛,20230101-20231101,四川,眉山,10295,1026,9269
头痛,20230101-20231101,四川,绵阳,14827,1209,13618
头痛,20230101-20231101,四川,自贡,7831,570,7261
头痛,20230101-20231101,四川,资阳,3972,114,3858
头痛,20230101-20231101,四川,达州,11772,745,11027
头痛,20230101-20231101,四川,遂宁,5721,800,4921
头痛,20230101-20231101,四川,阿坝,1832,57,1775
头痛,20230101-20231101,四川,雅安,3111,114,2997
头痛,20230101-20231101,天津,天津,25757,5919,19838
头痛,20230101-20231101,宁夏,中卫,631,0,631
头痛,20230101-20231101,宁夏,吴忠,802,114,688
头痛,20230101-20231101,宁夏,固原,519,0,519
头痛,20230101-20231101,宁夏,宁夏,12673,971,11702
头痛,20230101-20231101,宁夏,石嘴山,919,116,803
头痛,20230101-20231101,宁夏,银川,7114,741,6373
头痛,20230101-20231101,安徽,亳州,8549,570,7979
头痛,20230101-20231101,安徽,六安,5264,914,4350
头痛,20230101-20231101,安徽,合肥,28023,6487,21536
头痛,20230101-20231101,安徽,安庆,10375,861,9514
头痛,20230101-20231101,安徽,安徽,39792,10412,29380
头痛,20230101-20231101,安徽,宣城,5085,462,4623
头痛,20230101-20231101,安徽,宿州,8567,171,8396
头痛,20230101-20231101,安徽,巢湖,0,0,0
头痛,20230101-20231101,安徽,池州,2525,171,2354
头痛,20230101-20231101,安徽,淮北,2344,171,2173
头痛,20230101-20231101,安徽,淮南,3156,342,2814
头痛,20230101-20231101,安徽,滁州,5582,572,5010
头痛,20230101-20231101,安徽,芜湖,8327,1661,6666
头痛,20230101-20231101,安徽,蚌埠,5514,570,4944
头痛,20230101-20231101,安徽,铜陵,1264,114,1150
头痛,20230101-20231101,安徽,阜阳,8684,342,8342
头痛,20230101-20231101,安徽,马鞍山,3350,401,2949
头痛,20230101-20231101,安徽,黄山,6277,228,6049
头痛,20230101-20231101,山东,东营,2771,399,2372
头痛,20230101-20231101,山东,临沂,17074,2117,14957
头痛,20230101-20231101,山东,威海,6534,1026,5508
头痛,20230101-20231101,山东,山东,51006,14935,36071
头痛,20230101-20231101,山东,德州,9216,802,8414
头痛,20230101-20231101,山东,日照,5619,1026,4593
头痛,20230101-20231101,山东,枣庄,6318,572,5746
头痛,20230101-20231101,山东,泰安,8440,1150,7290
头痛,20230101-20231101,山东,济南,25033,6049,18984
头痛,20230101-20231101,山东,济宁,14157,1834,12323
头痛,20230101-20231101,山东,淄博,12885,2073,10812
头痛,20230101-20231101,山东,滨州,6611,344,6267
头痛,20230101-20231101,山东,潍坊,18546,2296,16250
头痛,20230101-20231101,山东,烟台,16068,2121,13947
头痛,20230101-20231101,山东,聊城,11132,1319,9813
头痛,20230101-20231101,山东,莱芜,748,289,459
头痛,20230101-20231101,山东,菏泽,11300,741,10559
头痛,20230101-20231101,山东,青岛,24460,4600,19860
头痛,20230101-20231101,山西,临汾,7055,228,6827
头痛,20230101-20231101,山西,吕梁,5771,627,5144
头痛,20230101-20231101,山西,大同,3856,346,3510
头痛,20230101-20231101,山西,太原,18050,1891,16159
头痛,20230101-20231101,山西,山西,27728,4717,23011
头痛,20230101-20231101,山西,忻州,3736,232,3504
头痛,20230101-20231101,山西,晋中,5480,515,4965
头痛,20230101-20231101,山西,晋城,3694,228,3466
头痛,20230101-20231101,山西,朔州,1780,0,1780
头痛,20230101-20231101,山西,运城,7659,342,7317
头痛,20230101-20231101,山西,长治,8247,684,7563
头痛,20230101-20231101,山西,阳泉,1551,173,1378
头痛,20230101-20231101,广东,东莞,33117,8652,24465
头痛,20230101-20231101,广东,中山,23235,4380,18855
头痛,20230101-20231101,广东,云浮,5544,570,4974
头痛,20230101-20231101,广东,佛山,33435,9060,24375
头痛,20230101-20231101,广东,广东,110853,22904,87949
头痛,20230101-20231101,广东,广州,52599,17538,35061
头痛,20230101-20231101,广东,惠州,23394,4040,19354
头痛,20230101-20231101,广东,揭阳,17215,1264,15951
头痛,20230101-20231101,广东,梅州,12426,1199,11227
头痛,20230101-20231101,广东,汕头,22231,2870,19361
头痛,20230101-20231101,广东,汕尾,10699,800,9899
头痛,20230101-20231101,广东,江门,19292,2742,16550
头痛,20230101-20231101,广东,河源,13439,977,12462
头痛,20230101-20231101,广东,深圳,53493,16720,36773
头痛,20230101-20231101,广东,清远,14461,1199,13262
头痛,20230101-20231101,广东,湛江,18509,1663,16846
头痛,20230101-20231101,广东,潮州,10085,458,9627
头痛,20230101-20231101,广东,珠海,16514,3338,13176
头痛,20230101-20231101,广东,肇庆,16154,1775,14379
头痛,20230101-20231101,广东,茂名,15673,1718,13955
头痛,20230101-20231101,广东,阳江,9833,570,9263
头痛,20230101-20231101,广东,韶关,13250,1146,12104
头痛,20230101-20231101,广西,北海,7928,627,7301
头痛,20230101-20231101,广西,南宁,28030,4899,23131
头痛,20230101-20231101,广西,崇左,10321,859,9462
头痛,20230101-20231101,广西,广西,44837,9875,34962
头痛,20230101-20231101,广西,来宾,2871,228,2643
头痛,20230101-20231101,广西,柳州,13078,1036,12042
头痛,20230101-20231101,广西,桂林,17045,971,16074
头痛,20230101-20231101,广西,梧州,11994,855,11139
头痛,20230101-20231101,广西,河池,5435,342,5093
头痛,20230101-20231101,广西,玉林,15075,1085,13990
头痛,20230101-20231101,广西,百色,9056,570,8486
头痛,20230101-20231101,广西,贵港,9204,456,8748
头痛,20230101-20231101,广西,贺州,5009,285,4724
头痛,20230101-20231101,广西,钦州,9338,627,8711
头痛,20230101-20231101,广西,防城港,2584,228,2356
头痛,20230101-20231101,新疆,乌鲁木齐,16466,1490,14976
头痛,20230101-20231101,新疆,五家渠,237,57,180
头痛,20230101-20231101,新疆,伊犁,2750,114,2636
头痛,20230101-20231101,新疆,克孜勒苏柯尔克孜,57,0,57
头痛,20230101-20231101,新疆,克拉玛依,690,346,344
头痛,20230101-20231101,新疆,博尔塔拉,287,0,287
头痛,20230101-20231101,新疆,吐鲁番,342,114,228
头痛,20230101-20231101,新疆,和田,515,57,458
头痛,20230101-20231101,新疆,哈密,1089,228,861
头痛,20230101-20231101,新疆,喀什,2298,348,1950
头痛,20230101-20231101,新疆,图木舒克,57,0,57
头痛,20230101-20231101,新疆,塔城,628,0,628
头痛,20230101-20231101,新疆,巴音郭楞,1948,57,1891
头痛,20230101-20231101,新疆,新疆,23288,2990,20298
头痛,20230101-20231101,新疆,昌吉,1883,171,1712
头痛,20230101-20231101,新疆,石河子,574,0,574
头痛,20230101-20231101,新疆,阿克苏,2238,171,2067
头痛,20230101-20231101,新疆,阿勒泰,633,0,633
头痛,20230101-20231101,新疆,阿拉尔,57,0,57
头痛,20230101-20231101,江苏,南京,30318,9297,21021
头痛,20230101-20231101,江苏,南通,18355,1995,16360
头痛,20230101-20231101,江苏,宿迁,10133,916,9217
头痛,20230101-20231101,江苏,常州,18686,2237,16449
头痛,20230101-20231101,江苏,徐州,17923,1488,16435
头痛,20230101-20231101,江苏,扬州,8814,857,7957
头痛,20230101-20231101,江苏,无锡,24788,4885,19903
头痛,20230101-20231101,江苏,江苏,60749,17089,43660
头痛,20230101-20231101,江苏,泰州,10420,1201,9219
头痛,20230101-20231101,江苏,淮安,11408,1836,9572
头痛,20230101-20231101,江苏,盐城,11534,863,10671
头痛,20230101-20231101,江苏,苏州,33617,9515,24102
头痛,20230101-20231101,江苏,连云港,9307,1211,8096
头痛,20230101-20231101,江苏,镇江,8888,975,7913
头痛,20230101-20231101,江西,上饶,17434,971,16463
头痛,20230101-20231101,江西,九江,15750,808,14942
头痛,20230101-20231101,江西,南昌,29614,5941,23673
头痛,20230101-20231101,江西,吉安,14274,971,13303
头痛,20230101-20231101,江西,宜春,15911,863,15048
头痛,20230101-20231101,江西,抚州,11911,914,10997
头痛,20230101-20231101,江西,新余,4771,743,4028
头痛,20230101-20231101,江西,景德镇,6573,513,6060
头痛,20230101-20231101,江西,江西,47808,10839,36969
头痛,20230101-20231101,江西,萍乡,8313,859,7454
头痛,20230101-20231101,江西,赣州,23188,2923,20265
头痛,20230101-20231101,江西,鹰潭,4890,230,4660
头痛,20230101-20231101,河北,保定,17122,2058,15064
头痛,20230101-20231101,河北,唐山,16261,1598,14663
头痛,20230101-20231101,河北,廊坊,14771,1997,12774
头痛,20230101-20231101,河北,张家口,5775,458,5317
头痛,20230101-20231101,河北,承德,5311,804,4507
头痛,20230101-20231101,河北,沧州,10977,914,10063
头痛,20230101-20231101,河北,河北,41302,11287,30015
头痛,20230101-20231101,河北,石家庄,25319,4765,20554
头痛,20230101-20231101,河北,秦皇岛,5095,456,4639
头痛,20230101-20231101,河北,衡水,4915,232,4683
头痛,20230101-20231101,河北,邢台,10836,1427,9409
头痛,20230101-20231101,河北,邯郸,13494,1144,12350
头痛,20230101-20231101,河南,三门峡,2704,401,2303
头痛,20230101-20231101,河南,信阳,11087,1203,9884
头痛,20230101-20231101,河南,南阳,16822,1549,15273
头痛,20230101-20231101,河南,周口,12390,1085,11305
头痛,20230101-20231101,河南,商丘,11839,513,11326
头痛,20230101-20231101,河南,安阳,9485,515,8970
头痛,20230101-20231101,河南,平顶山,11692,752,10940
头痛,20230101-20231101,河南,开封,6396,859,5537
头痛,20230101-20231101,河南,新乡,13437,1201,12236
头痛,20230101-20231101,河南,河南,47837,13212,34625
头痛,20230101-20231101,河南,洛阳,16401,3108,13293
头痛,20230101-20231101,河南,济源,343,0,343
头痛,20230101-20231101,河南,漯河,3096,342,2754
头痛,20230101-20231101,河南,濮阳,5904,456,5448
头痛,20230101-20231101,河南,焦作,6466,1034,5432
头痛,20230101-20231101,河南,许昌,6714,857,5857
头痛,20230101-20231101,河南,郑州,29384,8288,21096
头痛,20230101-20231101,河南,驻马店,9049,460,8589
头痛,20230101-20231101,河南,鹤壁,1603,228,1375
头痛,20230101-20231101,浙江,丽水,10947,1427,9520
头痛,20230101-20231101,浙江,台州,20677,2866,17811
头痛,20230101-20231101,浙江,嘉兴,22925,3906,19019
头痛,20230101-20231101,浙江,宁波,28762,6752,22010
头痛,20230101-20231101,浙江,杭州,45997,14444,31553
头痛,20230101-20231101,浙江,浙江,71217,18319,52898
头痛,20230101-20231101,浙江,温州,27455,5937,21518
头痛,20230101-20231101,浙江,湖州,13394,1376,12018
头痛,20230101-20231101,浙江,绍兴,20107,2634,17473
头痛,20230101-20231101,浙江,舟山,4124,684,3440
头痛,20230101-20231101,浙江,衢州,11844,1203,10641
头痛,20230101-20231101,浙江,金华,21861,3670,18191
头痛,20230101-20231101,海南,万宁,401,0,401
头痛,20230101-20231101,海南,三亚,5472,228,5244
头痛,20230101-20231101,海南,东方,461,0,461
头痛,20230101-20231101,海南,临高,513,0,513
头痛,20230101-20231101,海南,乐东,524,0,524
头痛,20230101-20231101,海南,五指山,0,0,0
头痛,20230101-20231101,海南,保亭,0,0,0
头痛,20230101-20231101,海南,儋州,2869,458,2411
头痛,20230101-20231101,海南,定安,228,0,228
头痛,20230101-20231101,海南,屯昌,342,57,285
头痛,20230101-20231101,海南,文昌,2071,0,2071
头痛,20230101-20231101,海南,昌江,228,0,228
头痛,20230101-20231101,海南,海南,24348,3499,20849
头痛,20230101-20231101,海南,海口,19637,1885,17752
头痛,20230101-20231101,海南,澄迈,1547,686,861
头痛,20230101-20231101,海南,琼中,402,114,288
头痛,20230101-20231101,海南,琼海,1546,399,1147
头痛,20230101-20231101,海南,白沙,57,0,57
头痛,20230101-20231101,海南,陵水,1088,57,1031
头痛,20230101-20231101,湖北,仙桃,1660,513,1147
头痛,20230101-20231101,湖北,十堰,5175,629,4546
头痛,20230101-20231101,湖北,咸宁,6299,401,5898
头痛,20230101-20231101,湖北,天门,1093,171,922
头痛,20230101-20231101,湖北,孝感,9909,1026,8883
头痛,20230101-20231101,湖北,宜昌,11648,1321,10327
头痛,20230101-20231101,湖北,恩施,9361,456,8905
头痛,20230101-20231101,湖北,武汉,35956,11569,24387
头痛,20230101-20231101,湖北,湖北,48396,14050,34346
头痛,20230101-20231101,湖北,潜江,1141,114,1027
头痛,20230101-20231101,湖北,神农架,172,0,172
头痛,20230101-20231101,湖北,荆州,8781,1142,7639
头痛,20230101-20231101,湖北,荆门,14299,684,13615
头痛,20230101-20231101,湖北,襄阳,7202,627,6575
头痛,20230101-20231101,湖北,鄂州,5841,289,5552
头痛,20230101-20231101,湖北,随州,2996,342,2654
头痛,20230101-20231101,湖北,黄冈,15794,1030,14764
头痛,20230101-20231101,湖北,黄石,10157,458,9699
头痛,20230101-20231101,湖南,娄底,14772,570,14202
头痛,20230101-20231101,湖南,岳阳,14378,1197,13181
头痛,20230101-20231101,湖南,常德,12830,916,11914
头痛,20230101-20231101,湖南,张家界,3386,171,3215
头痛,20230101-20231101,湖南,怀化,11887,1087,10800
头痛,20230101-20231101,湖南,株洲,13671,1313,12358
头痛,20230101-20231101,湖南,永州,12286,800,11486
头痛,20230101-20231101,湖南,湖南,56713,14875,41838
头痛,20230101-20231101,湖南,湘潭,10467,1258,9209
头痛,20230101-20231101,湖南,湘西,5606,230,5376
头痛,20230101-20231101,湖南,益阳,10778,916,9862
头痛,20230101-20231101,湖南,衡阳,17321,745,16576
头痛,20230101-20231101,湖南,邵阳,14424,916,13508
头痛,20230101-20231101,湖南,郴州,14406,1034,13372
头痛,20230101-20231101,湖南,长沙,39407,11600,27807
头痛,20230101-20231101,澳门,澳门,1028,342,686
头痛,20230101-20231101,甘肃,临夏,1384,0,1384
头痛,20230101-20231101,甘肃,兰州,15267,1541,13726
头痛,20230101-20231101,甘肃,嘉峪关,346,57,289
头痛,20230101-20231101,甘肃,天水,3743,287,3456
头痛,20230101-20231101,甘肃,定西,2586,230,2356
